,revenue,fuel_surcharge,accessorial_charges,driver_id,actual_distance_miles,actual_duration_hours,idle_time_hours,total_revenue,dispatch_date_year
57547,7431.01,814.37,150,DRV00122,2790,47.6,2.0,6466.64,2024
57548,3815.7,255.36,100,DRV00095,1195,23.3,5.1,3460.3399999999997,2024
57549,2748.55,376.0,100,DRV00039,1210,22.2,5.7,2272.55,2024
57550,248.19,13.8,200,DRV00113,99,1.5,11.9,34.39,2024
57551,3741.51,314.64,100,DRV00071,1380,26.8,2.5,3326.8700000000003,2024
57552,4062.55,738.48,50,DRV00109,2236,43.4,9.4,3274.07,2024
57553,5629.98,580.87,0,DRV00001,2148,40.0,8.8,5049.11,2024
57554,3146.36,460.0,150,DRV00038,1825,30.6,6.2,2536.36,2024
57555,6562.25,792.88,100,DRV00087,2455,43.8,3.4,5669.37,2024
57556,1732.89,144.0,75,DRV00056,752,14.6,9.1,1513.89,2024
57557,1396.42,189.0,50,DRV00129,702,10.9,4.6,1157.42,2024
57558,890.98,131.28,150,DRV00088,548,10.5,11.7,609.7,2024
57559,1248.53,170.88,200,DRV00123,713,13.8,2.0,877.65,2024
57560,912.89,76.16,0,DRV00075,473,9.4,2.8,836.73,2024
57561,6693.8,453.91,0,DRV00006,2508,42.6,3.9,6239.89,2024
57562,3080.15,555.52,150,DRV00108,1974,37.3,8.1,2374.63,2024
57563,6989.16,472.14,50,DRV00026,2751,53.3,7.1,6467.0199999999995,2024
57564,3156.2,314.64,0,DRV00097,1367,23.8,2.9,2841.56,2024
57565,747.06,86.46,75,DRV00022,276,4.6,2.8,585.5999999999999,2024
57566,1338.01,273.36,0,DRV00010,844,15.7,6.1,1064.65,2024
57567,1597.34,209.79,150,DRV00104,810,12.5,3.4,1237.55,2024
57568,3004.15,216.92,50,DRV00039,1337,22.4,8.0,2737.23,2024
57569,7211.26,891.82,0,DRV00016,2610,45.6,10.6,6319.4400000000005,2024
57570,6904.13,792.88,150,DRV00039,2414,42.5,3.6,5961.25,2024
57571,4913.84,580.87,100,DRV00117,2119,38.6,8.7,4232.97,2024
57572,4469.33,524.7,200,DRV00002,1868,33.9,4.9,3744.63,2024
57573,3440.9,314.64,0,DRV00051,1384,27.4,8.6,3126.26,2024
57574,4126.09,524.7,150,DRV00081,1860,36.1,5.4,3451.3900000000003,2024
57575,254.14,13.8,150,DRV00114,94,1.7,3.4,90.33999999999999,2024
57576,3380.09,406.72,0,DRV00041,1293,22.4,6.4,2973.37,2024
57577,841.54,76.16,150,DRV00149,481,7.6,6.0,615.38,2024
57578,1414.72,185.6,0,DRV00074,674,10.6,4.2,1229.1200000000001,2024
57579,2547.12,249.44,50,DRV00055,1542,30.2,8.0,2247.68,2024
57580,3389.79,460.0,100,DRV00025,1969,34.9,2.7,2829.79,2024
57581,6093.68,708.51,100,DRV00053,2299,36.8,3.9,5285.17,2024
57582,1438.91,189.0,100,DRV00061,717,13.1,4.9,1149.91,2024
57583,1223.15,273.36,0,DRV00061,865,14.6,5.4,949.7900000000001,2024
57584,4312.93,564.72,100,DRV00003,2198,37.3,5.4,3648.21,2024
57585,6893.76,891.82,0,DRV00028,2585,46.8,6.5,6001.9400000000005,2024
57586,5215.8,565.38,200,DRV00074,3162,58.8,2.4,4450.42,2024
57587,745.29,86.46,150,DRV00087,268,4.7,7.9,508.83,2024
57588,7419.18,814.37,150,DRV00087,2647,42.5,2.2,6454.81,2024
57589,6064.39,499.18,100,DRV00138,2269,44.3,11.1,5465.21,2024
57590,1602.91,185.6,0,DRV00070,649,10.9,8.0,1417.3100000000002,2024
57591,4124.4,357.25,50,DRV00079,1419,24.7,2.2,3717.1499999999996,2024
57592,1436.88,187.6,0,DRV00134,675,13.1,6.4,1249.2800000000002,2024
57593,2816.78,419.43,0,DRV00111,1318,22.4,5.1,2397.3500000000004,2024
57594,4390.82,580.87,75,DRV00114,2099,37.8,3.9,3734.95,2024
57595,5728.22,792.88,0,DRV00078,2470,44.6,8.2,4935.34,2024
57596,1413.72,170.88,150,DRV00141,732,11.5,7.6,1092.8400000000001,2024
57597,5425.75,472.14,150,DRV00095,2792,43.8,10.5,4803.61,2024
57598,7062.93,891.82,100,DRV00065,2704,50.9,10.0,6071.110000000001,2024
57599,5549.79,565.38,0,DRV00016,3360,54.6,8.1,4984.41,2024
57600,5382.09,580.87,75,DRV00055,2021,36.8,9.3,4726.22,2024
57601,3087.33,376.0,0,DRV00091,1225,21.2,2.6,2711.33,2024
57602,2925.65,216.92,0,DRV00088,1268,20.6,3.6,2708.73,2024
57603,6510.2,472.14,75,DRV00018,2832,47.5,3.2,5963.0599999999995,2024
57604,5817.95,792.88,75,DRV00104,2333,40.3,3.6,4950.07,2024
57605,2241.57,344.12,0,DRV00078,1205,20.4,7.9,1897.4500000000003,2024
57606,1866.28,384.2,75,DRV00087,1152,22.8,5.2,1407.08,2024
57608,5918.31,792.88,0,DRV00108,2320,41.6,7.4,5125.43,2024
57609,2037.07,276.3,0,DRV00098,916,17.5,10.7,1760.77,2024
57610,2045.9,384.2,0,DRV00022,1164,20.4,4.4,1661.7,2024
57611,3494.73,255.36,200,DRV00129,1303,24.6,2.2,3039.37,2024
57612,4479.76,309.24,150,DRV00145,1738,32.7,9.3,4020.5200000000004,2024
57613,1226.28,185.6,0,DRV00141,684,13.5,10.4,1040.68,2024
57614,1327.9,98.61,75,DRV00129,544,8.7,4.9,1154.2900000000002,2024
57615,1946.5,144.0,200,DRV00019,765,14.9,3.6,1602.5,2024
57616,5505.01,565.38,150,DRV00016,3145,55.3,2.1,4789.63,2024
57618,1964.68,209.79,0,DRV00060,832,13.2,4.3,1754.89,2024
57619,7001.59,463.93,100,DRV00082,2757,47.6,11.9,6437.66,2024
57620,1239.04,185.6,0,DRV00035,675,12.5,10.6,1053.44,2024
57621,5956.17,472.14,0,DRV00121,2777,51.7,3.7,5484.03,2024
57622,1193.96,185.6,200,DRV00080,635,12.1,4.6,808.36,2024
57624,4293.27,454.74,50,DRV00104,1874,29.4,9.9,3788.5300000000007,2024
57625,1716.73,209.79,50,DRV00132,789,13.4,7.5,1456.94,2024
57626,4203.87,309.24,0,DRV00095,1737,33.2,2.7,3894.63,2024
57627,1912.21,344.52,150,DRV00120,1051,17.2,5.8,1417.69,2024
57628,1330.24,153.34,75,DRV00034,691,11.5,5.9,1101.9,2024
57629,1255.83,128.63,0,DRV00088,722,13.2,10.8,1127.1999999999998,2024
57630,3518.18,564.72,200,DRV00060,2247,43.4,3.0,2753.46,2024
57631,4121.87,451.8,0,DRV00022,2273,35.6,3.5,3670.0699999999997,2024
57632,3867.14,454.74,200,DRV00047,1750,33.4,9.5,3212.3999999999996,2024
57633,845.39,76.16,0,DRV00148,497,9.8,4.1,769.23,2024
57634,3629.09,537.81,75,DRV00035,2604,51.4,8.1,3016.28,2024
57635,3605.7,504.32,0,DRV00041,1586,30.9,8.0,3101.3799999999997,2024
57636,1879.24,209.79,50,DRV00147,788,14.5,10.5,1619.45,2024
57637,234.88,13.8,200,DRV00022,95,1.6,2.4,21.079999999999995,2024
57638,5304.98,708.51,0,DRV00114,2242,36.3,2.0,4596.469999999999,2024
57639,2348.84,344.52,50,DRV00045,1070,20.6,9.7,1954.3200000000002,2024
57640,4337.51,564.72,0,DRV00026,2242,34.6,9.5,3772.79,2024
57641,2814.13,228.76,0,DRV00088,1217,21.9,2.2,2585.37,2024
57642,3032.32,216.92,200,DRV00141,1339,21.8,2.1,2615.4,2024
57643,2930.11,295.83,50,DRV00144,1565,24.2,11.2,2584.28,2024
57644,4282.51,309.24,0,DRV00036,1712,34.1,4.3,3973.2700000000004,2024
57645,389.92,40.08,100,DRV00011,175,3.2,9.1,249.84000000000003,2024
57646,3135.17,460.0,0,DRV00036,1981,30.6,10.2,2675.17,2024
57647,4841.74,309.24,75,DRV00092,1789,34.4,2.7,4457.5,2024
57648,6508.68,814.37,75,DRV00145,2679,47.9,10.7,5619.31,2024
57649,1076.21,76.16,150,DRV00074,472,8.7,9.1,850.0500000000001,2024
57650,1418.32,170.88,0,DRV00010,742,12.0,2.4,1247.44,2024
57651,1658.95,153.34,100,DRV00121,701,13.8,3.0,1405.6100000000001,2024
57652,5273.16,580.87,75,DRV00029,2005,31.8,10.4,4617.29,2024
57653,3265.13,314.64,150,DRV00037,1306,20.8,4.8,2800.4900000000002,2024
57654,253.94,13.8,100,DRV00145,90,1.5,5.4,140.14,2024
57655,5331.65,472.14,0,DRV00138,2582,41.8,2.6,4859.509999999999,2024
57656,6929.99,891.82,50,DRV00035,2601,43.9,9.8,5988.17,2024
57657,2637.16,406.72,0,DRV00039,1270,24.6,8.6,2230.4399999999996,2024
57658,3777.6,504.32,200,DRV00095,1617,30.8,7.3,3073.2799999999997,2024
57659,6546.54,499.18,0,DRV00102,2393,46.0,9.6,6047.36,2024
57660,1541.12,187.6,0,DRV00121,706,13.1,5.4,1353.52,2024
57661,2796.35,376.0,75,DRV00080,1161,22.0,7.3,2345.35,2024
57662,3003.7,406.72,75,DRV00006,1263,21.8,2.3,2521.9799999999996,2024
57663,5525.21,891.82,0,DRV00139,2831,51.5,9.2,4633.39,2024
57664,2326.41,249.44,150,DRV00070,1625,30.7,10.3,1926.9699999999998,2024
57665,1262.26,141.33,100,DRV00118,682,13.4,6.6,1020.93,2024
57666,1026.8,161.53,50,DRV00038,556,8.6,11.0,815.27,2024
57667,446.4,40.08,0,DRV00014,163,2.5,2.6,406.32,2024
57668,1524.0,149.26,50,DRV00078,921,14.2,4.5,1324.74,2024
57669,2659.65,249.44,0,DRV00061,1666,27.0,8.4,2410.21,2024
57670,3694.8,524.7,200,DRV00065,1777,30.2,10.2,2970.1000000000004,2024
57671,3852.28,537.81,150,DRV00038,2697,46.8,4.4,3164.4700000000003,2024
57672,4024.69,309.24,150,DRV00123,1837,30.1,6.7,3565.45,2024
57673,2096.65,144.0,100,DRV00092,719,11.9,2.5,1852.65,2024
57674,2867.71,295.83,200,DRV00041,1535,26.5,3.4,2371.88,2024
57675,3593.68,383.23,0,DRV00033,2008,33.5,2.1,3210.45,2024
57676,4265.45,524.7,150,DRV00123,1790,28.4,4.5,3590.75,2024
57678,3008.88,376.0,200,DRV00112,1157,18.7,7.1,2432.88,2024
57679,1198.46,98.61,0,DRV00012,531,9.2,6.6,1099.8500000000001,2024
57680,4402.56,580.87,200,DRV00100,1964,36.5,6.0,3621.6900000000005,2024
57681,3698.49,255.36,100,DRV00071,1305,24.8,6.4,3343.1299999999997,2024
57682,4376.54,524.7,200,DRV00062,1753,27.0,7.5,3651.84,2024
57683,5429.49,792.88,200,DRV00016,2375,37.5,3.7,4436.61,2024
57684,4673.57,792.88,0,DRV00121,2420,38.0,6.7,3880.6899999999996,2024
57685,2282.9,344.52,100,DRV00119,1100,19.2,3.2,1838.38,2024
57686,4760.95,590.24,0,DRV00057,2170,42.1,9.0,4170.71,2024
57687,158.52,15.64,0,DRV00010,91,1.8,3.8,142.88,2024
57688,2250.13,114.3,50,DRV00117,800,15.7,5.3,2085.83,2024
57689,7547.15,814.37,100,DRV00127,2616,46.0,11.5,6632.78,2024
57690,2196.96,384.2,200,DRV00054,1176,18.8,3.9,1612.76,2024
57691,1346.63,273.36,100,DRV00099,796,14.1,8.3,973.2700000000001,2024
57692,2797.3,419.43,100,DRV00047,1342,22.6,7.3,2277.8700000000003,2024
57693,6928.63,453.91,0,DRV00058,2560,49.7,4.5,6474.72,2024
57694,2079.46,114.3,50,DRV00129,814,13.8,11.4,1915.16,2024
57695,7535.55,463.93,0,DRV00081,2882,53.1,10.4,7071.62,2024
57696,2278.19,228.76,50,DRV00139,1289,23.6,10.2,1999.43,2024
57697,3458.39,504.32,0,DRV00011,1666,27.7,9.8,2954.0699999999997,2024
57698,948.57,131.28,50,DRV00047,554,9.0,9.8,767.2900000000001,2024
57699,1299.24,137.31,0,DRV00058,598,10.5,10.1,1161.93,2024
57700,4171.49,504.32,0,DRV00039,1658,27.6,9.4,3667.1699999999996,2024
57701,166.98,15.64,0,DRV00064,91,1.4,3.5,151.33999999999997,2024
57702,1949.18,149.26,150,DRV00023,930,14.8,8.0,1649.92,2024
57703,4069.64,564.72,100,DRV00010,2216,38.6,10.9,3404.92,2024
57704,3383.35,383.23,200,DRV00024,2105,33.5,6.1,2800.12,2024
57705,1803.22,209.79,150,DRV00127,796,12.5,2.5,1443.43,2024
57706,5984.93,792.88,150,DRV00130,2299,35.5,5.1,5042.05,2024
57708,2496.56,419.43,0,DRV00118,1271,25.0,9.4,2077.13,2024
57709,2512.7,228.76,0,DRV00064,1288,19.8,9.9,2283.9399999999996,2024
57710,4271.51,524.7,100,DRV00113,1856,33.7,7.5,3646.8100000000004,2024
57711,2722.6,376.0,150,DRV00041,1182,18.4,2.0,2196.6,2024
57712,454.6,40.08,0,DRV00037,179,3.2,8.0,414.52000000000004,2024
57713,6923.2,472.14,100,DRV00070,2725,44.0,7.2,6351.0599999999995,2024
57714,3037.55,460.0,0,DRV00119,1895,32.0,9.2,2577.55,2024
57715,3800.91,309.24,0,DRV00104,1706,28.4,2.7,3491.67,2024
57716,2900.25,406.72,50,DRV00039,1284,21.2,2.8,2443.5299999999997,2024
57717,7543.67,814.37,0,DRV00099,2716,51.3,4.8,6729.3,2024
57718,2842.62,228.76,50,DRV00013,1218,19.3,6.1,2563.8599999999997,2024
57719,1426.99,185.6,100,DRV00117,670,12.4,7.3,1141.39,2024
57720,5583.53,499.18,200,DRV00079,2422,42.3,10.2,4884.349999999999,2024
57721,3569.38,295.83,200,DRV00146,1593,26.0,3.8,3073.55,2024
57722,3279.48,216.92,0,DRV00121,1303,23.5,9.5,3062.56,2024
57723,1446.26,170.88,0,DRV00108,715,12.2,10.9,1275.38,2024
57724,7303.92,463.93,0,DRV00121,2861,50.9,10.3,6839.99,2024
57725,1425.19,137.31,0,DRV00109,630,10.0,6.8,1287.88,2024
57726,1960.31,149.26,0,DRV00015,875,15.9,5.1,1811.05,2024
57728,7621.44,463.93,0,DRV00030,2711,54.0,11.7,7157.509999999999,2024
57729,1302.51,153.34,0,DRV00144,713,13.6,11.0,1149.17,2024
57730,1392.56,137.31,0,DRV00011,591,9.4,6.1,1255.25,2024
57731,290.8,13.8,150,DRV00123,91,1.5,3.8,127.00000000000001,2024
57732,4207.23,524.7,0,DRV00028,1803,29.9,6.5,3682.5299999999997,2024
57733,4763.16,309.24,100,DRV00058,1823,28.2,3.5,4353.92,2024
57734,3452.28,314.64,200,DRV00037,1346,26.6,11.3,2937.6400000000003,2024
57735,6758.13,463.93,150,DRV00006,2779,49.0,9.6,6144.2,2024
57736,2014.26,209.79,0,DRV00083,764,11.9,3.4,1804.47,2024
57737,1059.65,98.61,0,DRV00083,550,10.5,12.0,961.0400000000001,2024
57738,4148.94,309.24,100,DRV00069,1736,27.0,3.0,3739.7,2024
57739,4022.57,314.64,200,DRV00104,1368,23.8,10.6,3507.9300000000003,2024
57740,2050.95,384.2,100,DRV00070,1169,21.7,10.4,1566.7499999999998,2024
57741,2075.33,144.0,100,DRV00078,729,13.3,5.7,1831.33,2024
57742,1185.75,141.33,100,DRV00088,682,11.3,10.2,944.42,2024
57743,1302.47,273.36,50,DRV00074,800,13.0,9.9,979.11,2024
57744,1010.83,98.61,50,DRV00006,543,9.4,10.9,862.22,2024
57745,979.19,76.16,50,DRV00144,478,7.4,8.1,853.0300000000001,2024
57746,2476.64,228.76,150,DRV00113,1294,24.4,9.2,2097.88,2024
57747,225.37,13.8,75,DRV00066,93,1.4,3.3,136.57,2024
57748,1724.54,144.0,0,DRV00089,753,12.3,8.3,1580.54,2024
57749,2943.27,460.0,0,DRV00025,1807,32.6,5.9,2483.27,2024
57750,4016.73,314.64,75,DRV00039,1389,25.0,4.5,3627.09,2024
57751,2724.96,376.0,0,DRV00150,1168,19.4,10.9,2348.96,2024
57752,6161.11,891.82,200,DRV00030,2669,41.1,10.7,5069.29,2024
57753,1950.57,209.79,200,DRV00063,803,14.7,9.9,1540.78,2024
57754,650.25,86.46,0,DRV00018,264,5.1,9.3,563.79,2024
57755,3673.94,537.81,75,DRV00064,2659,42.2,10.8,3061.13,2024
57756,1097.16,76.16,50,DRV00049,481,7.4,8.0,971.0000000000001,2024
57757,1489.88,153.34,150,DRV00017,687,11.3,6.5,1186.5400000000002,2024
57758,1454.5,137.31,50,DRV00119,611,12.0,4.6,1267.19,2024
57759,4820.75,309.24,200,DRV00114,1738,29.1,9.2,4311.51,2024
57760,2583.46,419.43,200,DRV00127,1288,22.7,2.1,1964.03,2024
57761,3930.52,309.24,75,DRV00108,1736,31.9,6.6,3546.2799999999997,2024
57762,5626.48,590.24,0,DRV00060,2107,33.4,11.5,5036.24,2024
57763,6978.73,499.18,0,DRV00038,2279,37.7,4.3,6479.549999999999,2024
57764,6760.49,814.37,100,DRV00084,2790,49.5,4.3,5846.12,2024
57765,6781.59,792.88,100,DRV00013,2450,38.1,10.0,5888.71,2024
57766,2092.72,384.2,50,DRV00124,1177,20.6,7.1,1658.5199999999998,2024
57767,5419.21,499.18,0,DRV00045,2349,36.5,4.9,4920.03,2024
57768,3894.26,504.32,0,DRV00014,1643,30.5,2.2,3389.94,2024
57769,3802.68,309.24,200,DRV00133,1748,29.2,9.6,3293.4399999999996,2024
57770,139.05,15.64,50,DRV00148,99,1.9,10.0,73.41000000000001,2024
57771,5784.31,472.14,200,DRV00018,2676,47.2,9.2,5112.17,2024
57772,1081.6,161.53,75,DRV00113,578,9.1,2.8,845.0699999999999,2024
57773,3793.85,314.64,0,DRV00107,1317,26.0,10.7,3479.21,2024
57774,4516.24,454.74,75,DRV00082,1747,33.9,12.0,3986.5,2024
57775,5122.32,708.51,0,DRV00100,2250,39.2,5.4,4413.8099999999995,2024
57776,3734.56,255.36,50,DRV00090,1292,24.6,7.8,3429.2,2024
57777,6662.91,472.14,100,DRV00091,2586,42.3,10.2,6090.7699999999995,2024
57778,3798.85,255.36,200,DRV00118,1202,20.8,9.8,3343.49,2024
57779,4638.77,792.88,0,DRV00104,2286,37.1,11.2,3845.8900000000003,2024
57780,243.81,13.8,75,DRV00097,98,1.7,4.2,155.01,2024
57781,3890.78,524.7,0,DRV00006,1760,34.6,4.9,3366.08,2024
57782,3619.12,255.36,0,DRV00045,1262,21.2,6.0,3363.7599999999998,2024
57783,3615.38,460.0,0,DRV00011,1872,32.2,9.4,3155.38,2024
57784,1716.82,209.79,100,DRV00088,798,14.6,5.2,1407.03,2024
57785,1188.18,128.63,50,DRV00069,720,14.3,9.7,1009.5500000000001,2024
57786,5012.79,565.38,0,DRV00121,3378,61.2,3.9,4447.41,2024
57787,1337.05,187.6,75,DRV00110,690,11.1,8.0,1074.45,2024
57788,1196.59,273.36,100,DRV00119,805,15.1,11.6,823.2299999999999,2024
57789,1095.05,128.63,50,DRV00070,685,11.0,8.9,916.42,2024
57790,1222.07,185.6,75,DRV00043,671,11.8,11.6,961.4699999999999,2024
57791,7660.13,463.93,200,DRV00143,2913,57.5,8.2,6996.2,2024
57792,5370.36,472.14,100,DRV00145,2706,44.4,11.2,4798.219999999999,2024
57793,5693.43,499.18,50,DRV00024,2303,42.1,4.8,5144.25,2024
57794,1039.39,161.53,100,DRV00045,567,9.3,7.5,777.8600000000001,2024
57795,3677.81,255.36,75,DRV00089,1310,24.8,10.7,3347.45,2024
57796,2771.57,216.92,0,DRV00133,1293,22.8,10.0,2554.65,2024
57797,696.08,86.46,0,DRV00004,267,4.5,6.9,609.62,2024
57798,1035.53,76.16,0,DRV00101,480,9.0,3.7,959.37,2024
57799,2017.38,344.52,150,DRV00111,1045,18.8,6.9,1522.8600000000001,2024
57800,2257.07,276.3,75,DRV00054,953,15.8,3.6,1905.7700000000002,2024
57801,419.19,40.08,75,DRV00143,171,3.3,6.1,304.11,2024
57802,1617.61,189.0,50,DRV00146,706,12.3,4.4,1378.61,2024
57803,5826.13,580.87,200,DRV00123,2121,35.6,3.9,5045.26,2024
57804,784.09,86.46,50,DRV00107,270,4.3,8.6,647.63,2024
57805,1738.74,384.2,75,DRV00103,1199,19.1,9.6,1279.54,2024
57806,1114.88,76.16,0,DRV00063,502,8.9,5.5,1038.72,2024
57807,230.2,13.8,75,DRV00045,96,1.5,11.8,141.39999999999998,2024
57808,2079.48,344.52,50,DRV00058,1055,17.1,10.3,1684.96,2024
57809,1453.1,137.31,0,DRV00037,592,11.0,2.5,1315.79,2024
57810,1499.73,189.0,0,DRV00024,673,10.6,4.2,1310.73,2024
57811,3567.86,564.72,75,DRV00069,2214,42.8,9.8,2928.1400000000003,2024
57812,1101.59,141.33,150,DRV00018,716,14.1,5.1,810.2599999999999,2024
57813,622.89,86.46,50,DRV00059,278,5.3,3.5,486.43,2024
57814,5464.03,472.14,200,DRV00138,2733,44.2,6.3,4791.889999999999,2024
57815,1068.88,98.61,150,DRV00043,515,9.8,5.4,820.2700000000001,2024
57816,4458.81,590.24,75,DRV00024,2112,37.3,3.8,3793.5700000000006,2024
57817,3408.84,255.36,0,DRV00098,1201,18.9,3.6,3153.48,2024
57818,1076.12,128.63,100,DRV00145,669,11.8,8.2,847.4899999999999,2024
57819,1558.99,170.88,0,DRV00018,719,11.1,2.3,1388.1100000000001,2024
57820,1156.69,161.53,0,DRV00107,557,8.9,5.7,995.1600000000001,2024
57821,1156.38,273.36,200,DRV00024,810,13.6,3.1,683.0200000000001,2024
57822,2094.72,384.2,200,DRV00041,1136,21.7,9.6,1510.5199999999998,2024
57823,1373.68,187.6,200,DRV00102,664,11.9,7.0,986.08,2024
57824,739.82,86.46,100,DRV00100,263,4.9,7.4,553.36,2024
57825,1481.41,149.26,150,DRV00079,910,14.0,10.7,1182.15,2024
57826,6170.33,814.37,50,DRV00099,2762,43.1,3.0,5305.96,2024
57827,1286.81,189.0,75,DRV00002,675,12.5,3.6,1022.81,2024
57828,1741.31,209.79,200,DRV00146,781,14.6,9.7,1331.52,2024
57829,3988.55,309.24,0,DRV00129,1741,32.9,6.6,3679.3100000000004,2024
57830,3397.81,357.25,50,DRV00020,1538,30.0,11.3,2990.56,2024
57831,3863.93,738.48,150,DRV00015,2253,37.5,11.8,2975.45,2024
57832,3603.47,537.81,0,DRV00108,2621,51.4,11.8,3065.66,2024
57833,6957.47,453.91,0,DRV00111,2390,41.6,9.4,6503.56,2024
57834,3061.38,216.92,50,DRV00126,1266,19.9,7.6,2794.46,2024
57835,5170.87,792.88,50,DRV00087,2294,39.5,4.3,4327.99,2024
57836,6101.54,708.51,50,DRV00053,2222,41.7,9.8,5343.03,2024
57837,5932.41,708.51,75,DRV00108,2238,40.2,10.1,5148.9,2024
57838,3597.53,383.23,50,DRV00109,1991,36.1,9.4,3164.3,2024
57839,1692.16,209.79,0,DRV00127,812,15.7,8.7,1482.3700000000001,2024
57840,4673.28,309.24,150,DRV00085,1744,28.8,8.3,4214.04,2024
57841,2497.8,419.43,0,DRV00091,1319,25.8,3.2,2078.3700000000003,2024
57842,6517.24,463.93,0,DRV00069,2755,54.4,8.8,6053.3099999999995,2024
57843,1598.86,137.31,100,DRV00108,592,10.5,10.9,1361.55,2024
57844,4044.94,383.23,50,DRV00095,2167,35.6,4.9,3611.71,2024
57845,2097.23,276.3,200,DRV00005,949,18.0,8.5,1620.93,2024
57846,274.2,13.8,0,DRV00011,92,1.5,7.2,260.4,2024
57848,3345.55,314.64,50,DRV00084,1371,23.2,7.8,2980.9100000000003,2024
57849,3655.45,357.25,150,DRV00037,1471,24.5,9.4,3148.2,2024
57850,3008.67,555.52,150,DRV00010,2017,35.3,11.8,2303.15,2024
57851,4063.66,564.72,0,DRV00142,2145,34.5,11.5,3498.9399999999996,2024
57852,2734.75,228.76,150,DRV00039,1199,22.3,2.9,2355.99,2024
57853,6634.95,472.14,0,DRV00083,2618,48.2,4.1,6162.8099999999995,2024
57854,1496.49,185.6,100,DRV00148,686,11.1,8.1,1210.89,2024
57855,381.83,40.08,200,DRV00001,177,3.5,5.6,141.75,2024
57856,2226.92,276.3,150,DRV00144,931,14.6,10.6,1800.6200000000001,2024
57857,3549.86,460.0,0,DRV00145,1827,31.5,6.7,3089.86,2024
57858,3270.56,376.0,0,DRV00059,1163,20.0,9.5,2894.56,2024
57859,3628.46,537.81,75,DRV00097,2580,40.1,7.7,3015.65,2024
57860,6399.06,792.88,200,DRV00005,2295,45.5,2.5,5406.18,2024
57861,4438.33,454.74,200,DRV00023,1866,29.1,5.1,3783.59,2024
57862,4502.36,504.32,0,DRV00091,1693,27.3,6.1,3998.0399999999995,2024
57863,3666.96,309.24,150,DRV00071,1723,30.8,8.1,3207.7200000000003,2024
57864,2056.22,144.0,0,DRV00064,752,11.6,4.9,1912.2199999999998,2024
57865,3179.83,357.25,0,DRV00019,1480,26.2,2.5,2822.58,2024
57866,3428.56,555.52,100,DRV00001,1971,31.7,11.9,2773.04,2024
57867,1240.1,187.6,100,DRV00012,718,13.3,5.4,952.4999999999999,2024
57868,4969.22,792.88,0,DRV00121,2325,45.2,11.4,4176.34,2024
57869,877.22,131.28,0,DRV00009,560,8.8,7.0,745.94,2024
57870,2889.08,295.83,75,DRV00098,1572,28.6,5.7,2518.25,2024
57871,418.56,40.08,50,DRV00044,175,3.0,4.7,328.48,2024
57872,4717.59,451.8,0,DRV00085,2380,41.1,8.7,4265.79,2024
57873,248.63,13.8,100,DRV00092,95,1.9,10.8,134.82999999999998,2024
57874,5688.03,891.82,100,DRV00003,2778,47.0,6.3,4696.21,2024
57875,3842.77,738.48,150,DRV00023,2163,35.8,7.8,2954.29,2024
57876,5503.46,792.88,75,DRV00082,2428,43.1,5.7,4635.58,2024
57877,3159.7,255.36,50,DRV00125,1281,25.4,11.9,2854.3399999999997,2024
57878,5637.37,580.87,0,DRV00030,2096,38.0,10.8,5056.5,2024
57880,4643.94,524.7,200,DRV00146,1870,34.0,6.1,3919.24,2024
57881,4401.02,309.24,75,DRV00089,1806,29.0,10.0,4016.7800000000007,2024
57882,4361.34,504.32,0,DRV00053,1616,30.6,2.3,3857.02,2024
57883,2279.53,419.43,0,DRV00026,1257,24.9,10.3,1860.1000000000001,2024
57884,429.1,40.08,75,DRV00112,172,3.1,7.2,314.02000000000004,2024
57885,1230.9,128.63,0,DRV00060,685,11.1,3.7,1102.27,2024
57886,6076.13,792.88,75,DRV00006,2465,40.9,10.6,5208.25,2024
57887,6013.7,499.18,75,DRV00134,2245,36.0,2.3,5439.5199999999995,2024
57888,7090.57,814.37,0,DRV00097,2683,46.7,10.2,6276.2,2024
57889,3410.1,460.0,0,DRV00014,1854,31.7,3.8,2950.1,2024
57890,2591.11,276.3,150,DRV00121,958,16.5,11.5,2164.81,2024
57891,3883.31,564.72,0,DRV00010,2278,38.5,3.9,3318.59,2024
57892,4401.67,564.72,50,DRV00016,2314,36.0,7.0,3786.95,2024
57893,4864.77,451.8,75,DRV00082,2278,39.0,4.0,4337.97,2024
57894,2101.06,144.0,0,DRV00002,756,12.0,4.5,1957.06,2024
57895,2474.37,228.76,50,DRV00018,1222,23.1,11.1,2195.6099999999997,2024
57896,3709.81,357.25,75,DRV00024,1478,23.3,6.9,3277.56,2024
57897,6966.48,472.14,100,DRV00120,2764,51.4,3.9,6394.339999999999,2024
57898,972.99,161.53,0,DRV00143,559,9.7,6.3,811.46,2024
57899,3876.86,738.48,200,DRV00120,2183,40.9,10.7,2938.38,2024
57900,1525.82,189.0,0,DRV00134,670,12.1,9.8,1336.82,2024
57901,2037.14,144.0,200,DRV00036,770,14.3,9.0,1693.14,2024
57902,6375.61,814.37,150,DRV00143,2629,41.5,4.4,5411.24,2024
57903,2214.69,249.44,100,DRV00123,1574,25.8,3.4,1865.25,2024
57904,4987.56,792.88,75,DRV00038,2301,38.3,2.2,4119.68,2024
57905,2341.71,228.76,100,DRV00079,1263,23.1,7.1,2012.95,2024
