,customer_id,route_id,load_date,load_type,weight_lbs,pieces,revenue,fuel_surcharge,accessorial_charges,booking_type,driver_id,truck_id,trailer_id,dispatch_date,actual_distance_miles,actual_duration_hours,fuel_gallons_used,average_mpg,idle_time_hours,total_revenue
8408,CUST00122,RTE00004,2022-04-18,Dry Van,11962,27,4265.55,383.23,0,Spot,DRV00122,TRK00024,TRL00039,2022-04-18,2079,37.6,341.9,6.08,3.0,3882.32
8409,CUST00101,RTE00019,2022-04-18,Dry Van,15030,12,2562.43,406.72,0,Dedicated,DRV00035,TRK00069,TRL00179,2022-04-18,1273,22.9,224.5,5.67,9.8,2155.71
8410,CUST00078,RTE00028,2022-04-18,Refrigerated,39937,13,4114.81,564.72,200,Spot,DRV00145,TRK00084,TRL00045,2022-04-18,2162,40.6,317.5,6.81,9.7,3350.09
8411,CUST00056,RTE00011,2022-04-18,Refrigerated,16886,24,877.88,131.28,0,Spot,DRV00064,TRK00091,TRL00116,2022-04-18,582,10.1,78.5,7.41,5.3,746.6
8412,CUST00126,RTE00013,2022-04-18,Refrigerated,30559,21,1136.32,141.33,100,Spot,DRV00010,TRK00039,TRL00091,2022-04-18,713,13.8,121.1,5.89,6.1,894.9899999999999
8413,CUST00031,RTE00036,2022-04-18,Refrigerated,40019,11,680.29,86.46,150,Spot,DRV00045,TRK00035,TRL00021,2022-04-18,261,5.1,37.3,7.0,10.3,443.83
8414,CUST00060,RTE00022,2022-04-18,Dry Van,11344,28,1233.37,161.53,150,Spot,DRV00108,TRK00030,TRL00161,2022-04-18,558,10.0,90.4,6.17,8.6,921.8399999999999
8415,CUST00078,RTE00021,2022-04-18,Refrigerated,28184,17,5265.88,590.24,0,Spot,DRV00041,TRK00098,TRL00150,2022-04-18,2228,44.0,335.0,6.65,3.6,4675.64
8416,CUST00034,RTE00052,2022-04-18,Dry Van,26921,8,1124.91,273.36,0,Contract,DRV00144,TRK00039,TRL00077,2022-04-18,861,16.7,139.8,6.16,9.2,851.5500000000001
8417,CUST00016,RTE00024,2022-04-18,Dry Van,38856,7,3337.75,376.0,0,Contract,DRV00127,TRK00111,TRL00131,2022-04-18,1255,21.9,200.5,6.26,11.5,2961.75
8418,CUST00161,RTE00041,2022-04-18,Dry Van,12638,7,3424.33,255.36,50,Spot,DRV00058,TRK00026,TRL00077,2022-04-18,1254,19.9,223.5,5.61,9.4,3118.97
8419,CUST00032,RTE00023,2022-04-18,Refrigerated,16461,6,2583.24,216.92,200,Dedicated,DRV00079,TRK00040,TRL00106,2022-04-18,1344,22.6,202.7,6.63,4.2,2166.3199999999997
8420,CUST00150,RTE00043,2022-04-18,Dry Van,13722,17,2189.95,249.44,75,Spot,DRV00062,TRK00010,TRL00146,2022-04-18,1537,29.1,260.5,5.9,10.2,1865.5099999999998
8421,CUST00200,RTE00056,2022-04-18,Dry Van,16735,20,4568.67,309.24,0,Contract,DRV00024,TRK00082,TRL00056,2022-04-18,1690,29.1,305.6,5.53,12.0,4259.43
8422,CUST00117,RTE00012,2022-04-18,Dry Van,26193,25,6689.91,453.91,200,Spot,DRV00125,TRK00025,TRL00058,2022-04-18,2345,43.5,375.2,6.25,4.4,6036.0
8423,CUST00046,RTE00012,2022-04-18,Dry Van,16156,25,5678.09,453.91,100,Contract,DRV00092,TRK00105,TRL00051,2022-04-18,2356,44.3,367.6,6.41,4.9,5124.18
8424,CUST00038,RTE00047,2022-04-18,Refrigerated,34161,1,971.69,76.16,50,Spot,DRV00126,TRK00099,TRL00012,2022-04-18,492,9.6,86.3,5.7,3.7,845.5300000000001
8425,CUST00144,RTE00020,2022-04-18,Refrigerated,20447,22,4041.55,738.48,150,Dedicated,DRV00019,TRK00029,TRL00074,2022-04-18,2193,36.3,336.9,6.51,9.8,3153.07
8426,CUST00088,RTE00015,2022-04-18,Refrigerated,33651,2,251.24,13.8,0,Contract,DRV00020,TRK00057,TRL00019,2022-04-18,97,1.6,16.7,5.8,3.3,237.44
8427,CUST00055,RTE00027,2022-04-18,Refrigerated,14161,21,2510.25,419.43,0,Dedicated,DRV00107,TRK00107,TRL00175,2022-04-18,1253,21.7,209.2,5.99,8.7,2090.82
8428,CUST00051,RTE00045,2022-04-18,Dry Van,22891,20,1208.02,137.31,50,Spot,DRV00125,TRK00092,TRL00081,2022-04-18,640,10.7,93.0,6.88,11.5,1020.71
8429,CUST00189,RTE00017,2022-04-19,Dry Van,35797,15,2253.18,384.2,0,Dedicated,DRV00121,TRK00093,TRL00004,2022-04-19,1191,20.3,178.8,6.66,4.5,1868.9799999999998
8430,CUST00135,RTE00004,2022-04-19,Refrigerated,44964,13,3304.65,383.23,0,Dedicated,DRV00146,TRK00033,TRL00134,2022-04-19,2091,33.7,297.4,7.03,5.8,2921.42
8431,CUST00127,RTE00035,2022-04-19,Refrigerated,21243,24,1838.1,344.12,75,Dedicated,DRV00108,TRK00084,TRL00101,2022-04-19,1278,22.6,229.9,5.56,2.7,1418.98
8432,CUST00144,RTE00021,2022-04-19,Dry Van,30693,22,4994.05,590.24,0,Spot,DRV00070,TRK00007,TRL00083,2022-04-19,2226,35.1,404.0,5.51,11.6,4403.81
8433,CUST00057,RTE00042,2022-04-19,Dry Van,43504,17,7136.59,472.14,200,Dedicated,DRV00039,TRK00096,TRL00100,2022-04-19,2660,53.0,415.0,6.41,6.0,6464.45
8434,CUST00143,RTE00006,2022-04-19,Refrigerated,27210,3,1362.65,189.0,100,Dedicated,DRV00111,TRK00076,TRL00102,2022-04-19,692,12.3,123.4,5.61,2.1,1073.65
8435,CUST00192,RTE00056,2022-04-19,Dry Van,30496,3,4433.6,309.24,100,Spot,DRV00005,TRK00020,TRL00009,2022-04-19,1732,31.3,238.6,7.26,6.5,4024.3600000000006
8436,CUST00050,RTE00040,2022-04-19,Refrigerated,34019,22,4707.46,524.7,150,Dedicated,DRV00059,TRK00016,TRL00118,2022-04-19,1884,29.9,271.5,6.94,3.1,4032.76
8437,CUST00193,RTE00025,2022-04-19,Dry Van,43211,2,4555.91,565.38,0,Dedicated,DRV00142,TRK00105,TRL00057,2022-04-19,3136,49.6,442.3,7.09,8.1,3990.5299999999997
8438,CUST00007,RTE00044,2022-04-19,Dry Van,10508,2,7404.09,814.37,150,Contract,DRV00104,TRK00082,TRL00165,2022-04-19,2776,50.7,431.7,6.43,5.0,6439.72
8439,CUST00068,RTE00037,2022-04-19,Refrigerated,27526,19,3755.54,537.81,0,Dedicated,DRV00138,TRK00080,TRL00053,2022-04-19,2567,50.0,390.1,6.58,8.4,3217.73
8440,CUST00077,RTE00045,2022-04-19,Dry Van,43675,11,1406.72,137.31,0,Dedicated,DRV00105,TRK00023,TRL00171,2022-04-19,604,10.0,109.6,5.51,4.9,1269.41
8441,CUST00042,RTE00023,2022-04-19,Dry Van,20520,10,2547.73,216.92,75,Spot,DRV00025,TRK00025,TRL00080,2022-04-19,1278,21.3,187.9,6.8,2.4,2255.81
8442,CUST00071,RTE00007,2022-04-19,Dry Van,18474,27,4291.75,504.32,200,Spot,DRV00128,TRK00050,TRL00175,2022-04-19,1653,31.8,294.7,5.61,2.2,3587.43
8443,CUST00129,RTE00049,2022-04-19,Refrigerated,27620,1,1694.81,144.0,50,Dedicated,DRV00029,TRK00108,TRL00006,2022-04-19,747,12.1,104.3,7.16,3.9,1500.81
8444,CUST00024,RTE00022,2022-04-19,Refrigerated,12027,27,1198.14,161.53,0,Spot,DRV00114,TRK00074,TRL00071,2022-04-19,588,10.0,85.5,6.88,6.3,1036.6100000000001
8445,CUST00065,RTE00047,2022-04-19,Dry Van,29172,4,1018.37,76.16,75,Dedicated,DRV00014,,TRL00162,2022-04-19,507,9.9,73.4,6.91,3.6,867.21
8446,CUST00110,RTE00019,2022-04-19,Dry Van,12871,2,2682.74,406.72,50,Dedicated,DRV00022,TRK00063,TRL00124,2022-04-19,1341,21.3,232.0,5.78,5.8,2226.0199999999995
8447,CUST00011,RTE00005,2022-04-19,Dry Van,43394,12,4565.03,454.74,200,Dedicated,DRV00057,TRK00111,TRL00095,2022-04-19,1786,32.2,240.4,7.43,10.3,3910.29
8448,CUST00141,RTE00058,2022-04-19,Dry Van,22585,14,1238.33,98.61,0,Spot,DRV00044,TRK00009,TRL00080,2022-04-19,511,9.6,80.1,6.38,2.0,1139.72
8449,CUST00025,RTE00019,2022-04-19,Dry Van,34080,4,2854.45,406.72,50,Contract,DRV00013,TRK00038,TRL00016,2022-04-19,1292,21.4,173.9,7.43,10.3,2397.7299999999996
8450,CUST00032,RTE00043,2022-04-19,Dry Van,16016,14,2104.57,249.44,150,Dedicated,DRV00117,TRK00001,TRL00137,2022-04-19,1540,30.0,252.5,6.1,9.4,1705.13
8451,CUST00121,RTE00010,2022-04-19,Dry Van,22568,7,140.73,15.64,100,Spot,DRV00064,TRK00076,TRL00178,2022-04-19,93,1.5,13.6,6.85,11.8,25.08999999999999
8452,CUST00070,RTE00051,2022-04-19,Refrigerated,31952,12,3471.28,460.0,0,Spot,DRV00049,TRK00062,TRL00117,2022-04-19,1938,36.7,336.5,5.76,6.7,3011.28
8453,CUST00007,RTE00027,2022-04-19,Refrigerated,28743,11,2520.42,419.43,0,Contract,DRV00004,TRK00004,TRL00110,2022-04-19,1267,21.0,180.0,7.04,11.5,2100.9900000000002
8454,CUST00171,RTE00025,2022-04-19,Refrigerated,40189,20,5707.52,565.38,0,Contract,DRV00058,TRK00051,TRL00095,2022-04-19,3109,48.1,430.0,7.23,10.5,5142.14
8455,CUST00134,RTE00035,2022-04-19,Refrigerated,34344,20,1990.33,344.12,50,Contract,DRV00112,TRK00067,TRL00134,2022-04-19,1270,20.3,230.9,5.5,4.8,1596.21
8456,CUST00008,RTE00041,2022-04-19,Dry Van,34853,5,3479.14,255.36,0,Dedicated,DRV00015,TRK00089,TRL00103,2022-04-19,1246,21.4,170.0,7.33,4.3,3223.7799999999997
8457,CUST00139,RTE00037,2022-04-19,Refrigerated,26341,4,3892.43,537.81,200,Spot,DRV00127,TRK00004,TRL00108,2022-04-19,2628,46.1,471.8,5.57,8.2,3154.62
8458,CUST00200,RTE00035,2022-04-19,Refrigerated,44034,15,1988.97,344.12,0,Spot,DRV00138,TRK00093,TRL00150,2022-04-19,1211,19.2,164.1,7.38,7.5,1644.85
8459,CUST00074,RTE00024,2022-04-19,Refrigerated,17357,9,2491.09,376.0,0,Contract,DRV00049,TRK00016,TRL00133,2022-04-19,1250,20.4,186.6,6.7,6.7,2115.09
8460,CUST00038,RTE00015,2022-04-19,Refrigerated,39312,22,249.08,13.8,0,Contract,DRV00138,TRK00013,TRL00009,2022-04-19,97,1.6,13.0,7.44,10.3,235.28
8461,CUST00197,RTE00047,2022-04-19,Refrigerated,31906,18,949.56,76.16,0,Spot,DRV00148,TRK00111,TRL00078,2022-04-19,476,7.9,64.2,7.41,4.7,873.4
8462,CUST00185,RTE00029,2022-04-19,Dry Van,33738,10,7130.48,891.82,0,Contract,DRV00119,TRK00029,TRL00004,2022-04-19,2697,45.4,408.6,6.6,10.5,6238.66
8463,CUST00056,RTE00044,2022-04-19,Refrigerated,27220,10,7984.23,814.37,0,Dedicated,DRV00107,TRK00095,TRL00107,2022-04-19,2827,45.1,443.8,6.37,2.6,7169.86
8464,CUST00165,RTE00033,2022-04-19,Refrigerated,23789,14,459.6,40.08,100,Dedicated,DRV00047,TRK00018,TRL00127,2022-04-19,166,3.3,29.1,5.71,2.7,319.52000000000004
8465,CUST00107,RTE00017,2022-04-19,Refrigerated,28635,1,2005.51,384.2,100,Contract,DRV00105,TRK00059,TRL00128,2022-04-19,1186,23.3,191.0,6.21,9.7,1521.31
8466,CUST00045,RTE00037,2022-04-19,Dry Van,32101,2,3666.72,537.81,0,Dedicated,DRV00079,TRK00040,TRL00068,2022-04-19,2547,42.0,359.2,7.09,10.6,3128.91
8467,CUST00130,RTE00046,2022-04-19,Refrigerated,38586,5,6624.09,499.18,0,Contract,DRV00130,TRK00006,TRL00005,2022-04-19,2315,40.9,312.8,7.4,10.1,6124.91
8468,CUST00178,RTE00037,2022-04-19,Dry Van,32007,11,3918.76,537.81,75,Contract,DRV00013,TRK00010,TRL00118,2022-04-19,2544,40.1,407.7,6.24,4.3,3305.9500000000003
8469,CUST00004,RTE00012,2022-04-19,Dry Van,18869,8,5740.72,453.91,0,Contract,DRV00082,TRK00049,TRL00044,2022-04-19,2516,44.1,382.4,6.58,5.6,5286.81
8470,CUST00156,RTE00016,2022-04-19,Refrigerated,43447,25,5985.6,463.93,0,Contract,DRV00026,,TRL00039,2022-04-19,2717,47.2,395.5,6.87,3.6,5521.67
8471,CUST00004,RTE00023,2022-04-19,Dry Van,13868,1,2725.0,216.92,75,Spot,DRV00117,TRK00062,TRL00101,2022-04-19,1351,25.1,191.6,7.05,9.9,2433.08
8472,CUST00192,RTE00052,2022-04-19,Refrigerated,41463,9,1492.59,273.36,0,Contract,DRV00122,TRK00062,TRL00153,2022-04-19,811,12.5,124.4,6.52,4.4,1219.23
8473,CUST00156,RTE00058,2022-04-19,Refrigerated,21353,14,1238.24,98.61,0,Contract,DRV00004,TRK00061,TRL00158,2022-04-19,527,9.9,71.6,7.36,7.9,1139.63
8474,CUST00121,RTE00027,2022-04-19,Refrigerated,15293,17,2361.0,419.43,100,Dedicated,DRV00090,TRK00095,TRL00043,2022-04-19,1367,21.8,219.8,6.22,9.9,1841.57
8475,CUST00197,RTE00028,2022-04-19,Refrigerated,31770,26,3677.24,564.72,0,Contract,DRV00059,TRK00043,TRL00146,2022-04-19,2205,44.0,311.9,7.07,7.5,3112.5199999999995
8476,CUST00163,RTE00050,2022-04-19,Refrigerated,27100,11,1477.75,170.88,75,Contract,DRV00074,TRK00090,TRL00076,2022-04-19,709,13.2,127.3,5.57,11.4,1231.87
8477,CUST00173,RTE00045,2022-04-19,Dry Van,14677,1,1455.33,137.31,0,Contract,,TRK00071,TRL00094,2022-04-19,633,12.5,99.8,6.34,7.3,1318.02
8478,CUST00061,RTE00041,2022-04-19,Refrigerated,34363,22,3705.65,255.36,100,Spot,DRV00001,TRK00093,TRL00165,2022-04-19,1240,22.9,216.0,5.74,7.6,3350.29
8479,CUST00141,RTE00001,2022-04-19,Refrigerated,42328,21,1026.11,128.63,0,Dedicated,DRV00045,TRK00090,TRL00147,2022-04-19,683,11.3,98.8,6.91,7.4,897.4799999999999
8480,CUST00091,RTE00028,2022-04-19,Refrigerated,14277,25,3635.25,564.72,200,Spot,DRV00081,,TRL00110,2022-04-19,2193,39.5,315.5,6.95,9.0,2870.5299999999997
8481,CUST00017,RTE00031,2022-04-19,Refrigerated,28928,1,1574.19,185.6,0,Dedicated,DRV00051,TRK00058,TRL00107,2022-04-19,634,10.6,114.6,5.53,8.3,1388.5900000000001
8482,CUST00191,RTE00007,2022-04-19,Dry Van,28188,18,3619.84,504.32,0,Spot,DRV00132,TRK00063,TRL00119,2022-04-19,1545,29.3,276.9,5.58,2.7,3115.52
8483,CUST00012,RTE00034,2022-04-19,Dry Van,20172,9,4670.61,792.88,200,Dedicated,DRV00065,TRK00041,TRL00156,2022-04-19,2463,47.0,428.3,5.75,9.6,3677.7299999999996
8484,CUST00084,RTE00013,2022-04-19,Refrigerated,12105,19,1277.79,141.33,200,Spot,DRV00009,TRK00026,TRL00068,2022-04-19,663,13.1,89.5,7.41,10.0,936.4599999999999
8485,CUST00023,RTE00046,2022-04-19,Dry Van,23051,21,6330.89,499.18,0,Dedicated,DRV00127,TRK00090,TRL00134,2022-04-19,2327,45.3,414.1,5.62,4.1,5831.71
8486,CUST00002,RTE00047,2022-04-19,Refrigerated,18544,25,1127.15,76.16,150,Contract,DRV00034,,TRL00030,2022-04-19,506,7.9,78.8,6.42,6.6,900.9900000000001
8487,CUST00194,RTE00009,2022-04-19,Refrigerated,11489,18,1833.42,149.26,0,Dedicated,DRV00121,TRK00010,TRL00081,2022-04-19,922,17.6,126.1,7.31,7.7,1684.16
8488,CUST00192,RTE00025,2022-04-19,Refrigerated,38307,13,4899.7,565.38,0,Dedicated,DRV00107,TRK00082,TRL00018,2022-04-19,3157,54.3,482.7,6.54,4.0,4334.32
8489,CUST00024,RTE00018,2022-04-19,Refrigerated,14509,12,1207.92,187.6,75,Contract,DRV00019,TRK00070,TRL00128,2022-04-19,696,11.4,124.7,5.58,9.2,945.32
8490,CUST00052,RTE00006,2022-04-19,Dry Van,24112,3,1640.29,189.0,50,Dedicated,DRV00024,TRK00065,TRL00023,2022-04-19,702,13.9,120.2,5.84,8.0,1401.29
8491,CUST00029,RTE00007,2022-04-19,Refrigerated,21874,23,4042.65,504.32,0,Spot,DRV00010,TRK00031,TRL00109,2022-04-19,1652,28.3,244.0,6.77,11.5,3538.33
8492,CUST00029,RTE00038,2022-04-19,Refrigerated,25854,28,3147.12,314.64,150,Dedicated,DRV00081,TRK00063,TRL00009,2022-04-19,1302,23.0,184.4,7.06,6.5,2682.48
8493,CUST00153,RTE00019,2022-04-19,Refrigerated,42751,13,2736.38,406.72,0,Dedicated,DRV00120,TRK00023,TRL00055,2022-04-19,1313,25.2,199.2,6.59,8.6,2329.66
8494,CUST00029,RTE00031,2022-04-19,Dry Van,40931,18,1439.57,185.6,0,Dedicated,DRV00014,TRK00097,TRL00075,2022-04-19,647,10.5,103.0,6.28,2.7,1253.97
8495,CUST00194,RTE00006,2022-04-19,Dry Van,44326,12,1224.91,189.0,100,Dedicated,DRV00111,TRK00009,TRL00057,2022-04-19,722,12.0,103.4,6.98,9.5,935.9100000000001
8496,CUST00115,RTE00039,2022-04-19,Dry Van,28035,9,2333.84,344.52,0,Dedicated,DRV00084,TRK00049,TRL00008,2022-04-19,1094,17.9,151.1,7.24,2.1,1989.3200000000002
8497,CUST00039,RTE00016,2022-04-19,Dry Van,31700,23,7706.99,463.93,200,Dedicated,DRV00029,TRK00001,TRL00139,2022-04-19,2721,48.0,411.6,6.61,11.3,7043.0599999999995
8498,CUST00088,RTE00009,2022-04-19,Dry Van,23210,10,1695.36,149.26,150,Spot,DRV00078,TRK00012,TRL00028,2022-04-19,876,14.0,135.4,6.47,5.3,1396.1
8499,CUST00064,RTE00048,2022-04-19,Refrigerated,40383,18,6643.78,792.88,150,Contract,DRV00059,TRK00090,TRL00066,2022-04-19,2466,44.4,355.8,6.93,9.6,5700.9
8500,CUST00124,RTE00003,2022-04-19,Refrigerated,29542,13,4784.66,580.87,50,Dedicated,,TRK00039,TRL00069,2022-04-19,1972,32.7,353.4,5.58,2.0,4153.79
8501,CUST00159,RTE00056,2022-04-19,Refrigerated,39842,8,3826.15,309.24,0,Spot,DRV00009,TRK00106,TRL00028,2022-04-19,1804,36.1,293.3,6.15,4.2,3516.91
8502,CUST00148,RTE00057,2022-04-19,Refrigerated,16684,5,2305.35,276.3,50,Contract,DRV00059,TRK00110,TRL00041,2022-04-19,938,16.6,151.0,6.21,4.1,1979.05
8503,CUST00196,RTE00032,2022-04-19,Dry Van,30351,4,4173.33,451.8,0,Dedicated,DRV00143,TRK00055,TRL00117,2022-04-19,2314,36.3,388.3,5.96,5.5,3721.5299999999997
8504,CUST00095,RTE00039,2022-04-19,Refrigerated,30579,8,2026.98,344.52,0,Dedicated,DRV00145,TRK00038,TRL00018,2022-04-19,1027,18.4,161.0,6.38,7.1,1682.46
8505,CUST00181,RTE00032,2022-04-19,Dry Van,18696,2,5093.96,451.8,50,Spot,DRV00120,TRK00008,TRL00054,2022-04-19,2437,39.1,331.1,7.36,5.6,4592.16
8506,CUST00191,RTE00047,2022-04-19,Dry Van,23794,3,905.04,76.16,200,Dedicated,DRV00029,TRK00031,TRL00068,2022-04-19,500,9.1,87.6,5.71,11.4,628.88
8507,CUST00047,RTE00026,2022-04-19,Refrigerated,30088,2,3903.76,555.52,75,Contract,DRV00144,TRK00036,TRL00136,2022-04-19,2073,35.4,374.2,5.54,10.9,3273.2400000000002
8508,CUST00088,RTE00032,2022-04-19,Refrigerated,20263,18,4773.98,451.8,200,Spot,DRV00030,TRK00065,TRL00094,2022-04-19,2404,37.7,431.6,5.57,6.5,4122.179999999999
8509,CUST00087,RTE00001,2022-04-19,Refrigerated,30096,27,993.19,128.63,200,Contract,DRV00127,TRK00064,TRL00175,2022-04-19,680,11.6,90.8,7.49,8.1,664.5600000000001
8510,CUST00036,RTE00058,2022-04-19,Refrigerated,36032,4,1202.75,98.61,150,Spot,DRV00133,TRK00107,TRL00156,2022-04-19,532,8.7,86.1,6.18,11.2,954.14
8511,CUST00026,RTE00022,2022-04-19,Dry Van,11991,1,1015.74,161.53,0,Spot,DRV00015,TRK00082,TRL00143,2022-04-19,564,10.4,90.4,6.24,11.7,854.21
8512,CUST00182,RTE00055,2022-04-19,Refrigerated,31282,24,3499.89,357.25,50,Dedicated,DRV00063,TRK00004,TRL00169,2022-04-19,1439,23.2,192.4,7.48,4.4,3092.64
8513,CUST00059,RTE00040,2022-04-19,Refrigerated,17338,22,3831.47,524.7,75,Dedicated,DRV00127,TRK00105,TRL00028,2022-04-19,1879,36.6,314.2,5.98,3.2,3231.7699999999995
8514,CUST00097,RTE00046,2022-04-19,Dry Van,21482,2,6984.55,499.18,0,Contract,DRV00077,TRK00045,TRL00150,2022-04-19,2254,35.0,380.7,5.92,11.3,6485.37
8515,CUST00180,RTE00047,2022-04-19,Dry Van,34964,15,992.7,76.16,0,Dedicated,DRV00061,TRK00002,TRL00116,2022-04-19,496,9.4,84.8,5.85,7.5,916.5400000000001
8516,CUST00126,RTE00002,2022-04-19,Dry Van,28473,17,1633.77,153.34,0,Contract,DRV00138,TRK00052,TRL00025,2022-04-19,749,11.7,129.6,5.78,7.1,1480.43
8517,CUST00011,RTE00051,2022-04-20,Refrigerated,31818,2,3548.67,460.0,200,Dedicated,DRV00059,TRK00049,TRL00144,2022-04-20,1904,30.1,307.1,6.2,7.7,2888.67
8518,CUST00107,RTE00014,2022-04-20,Dry Van,29976,26,2476.48,228.76,150,Dedicated,DRV00099,TRK00082,TRL00161,2022-04-20,1201,21.2,201.8,5.95,8.0,2097.7200000000003
8519,CUST00197,RTE00022,2022-04-20,Dry Van,16542,8,932.69,161.53,150,Dedicated,DRV00112,TRK00013,TRL00012,2022-04-20,549,8.6,92.9,5.91,2.6,621.1600000000001
8520,CUST00088,RTE00052,2022-04-20,Refrigerated,42010,23,1226.78,273.36,150,Dedicated,DRV00010,TRK00067,TRL00066,2022-04-20,829,12.8,113.9,7.28,4.5,803.42
8521,CUST00140,RTE00016,2022-04-20,Dry Van,28513,22,6476.22,463.93,75,Contract,DRV00099,TRK00018,TRL00012,2022-04-20,2911,50.0,456.3,6.38,6.4,5937.29
8522,CUST00022,RTE00015,2022-04-20,Refrigerated,19491,1,249.81,13.8,50,Contract,DRV00036,TRK00073,TRL00007,2022-04-20,99,1.8,15.2,6.5,3.4,186.01
8523,CUST00161,RTE00024,2022-04-20,Dry Van,40138,3,2743.11,376.0,0,Dedicated,DRV00013,TRK00026,TRL00041,2022-04-20,1179,21.3,167.2,7.05,4.6,2367.11
8524,CUST00134,RTE00029,2022-04-20,Refrigerated,40482,10,6460.6,891.82,0,Dedicated,DRV00105,TRK00040,TRL00050,2022-04-20,2786,47.1,386.4,7.21,3.6,5568.780000000001
8525,CUST00135,RTE00055,2022-04-20,Dry Van,20090,23,3393.41,357.25,0,Contract,DRV00126,TRK00040,TRL00045,2022-04-20,1540,29.7,217.8,7.07,8.9,3036.16
8526,CUST00085,RTE00042,2022-04-20,Refrigerated,42625,13,6643.72,472.14,200,Spot,DRV00017,TRK00033,TRL00022,2022-04-20,2785,45.7,487.7,5.71,8.7,5971.58
8527,CUST00008,RTE00035,2022-04-20,Refrigerated,17446,24,2318.16,344.12,75,Spot,DRV00025,,TRL00039,2022-04-20,1271,23.9,211.8,6.0,6.2,1899.04
8528,CUST00123,RTE00008,2022-04-20,Refrigerated,24360,20,1723.92,114.3,75,Dedicated,DRV00055,TRK00089,TRL00176,2022-04-20,747,14.5,124.3,6.01,3.1,1534.6200000000001
8529,CUST00171,RTE00055,2022-04-20,Dry Van,17639,8,3745.95,357.25,0,Dedicated,DRV00081,TRK00101,TRL00085,2022-04-20,1507,29.2,203.9,7.39,11.3,3388.7
8530,CUST00063,RTE00017,2022-04-20,Dry Van,39188,9,2056.22,384.2,0,Dedicated,DRV00111,TRK00020,TRL00033,2022-04-20,1192,18.7,175.3,6.8,11.4,1672.0199999999998
8531,CUST00075,RTE00036,2022-04-20,Dry Van,38963,1,588.92,86.46,100,Contract,DRV00049,TRK00048,TRL00023,2022-04-20,265,4.3,40.8,6.49,8.6,402.46
8532,CUST00132,RTE00042,2022-04-20,Refrigerated,17620,27,6301.24,472.14,0,Dedicated,DRV00087,TRK00012,TRL00065,2022-04-20,2647,46.9,383.6,6.9,11.2,5829.099999999999
8533,CUST00163,RTE00001,2022-04-20,Dry Van,27526,16,992.59,128.63,50,Dedicated,DRV00010,TRK00096,TRL00038,2022-04-20,668,10.7,99.6,6.71,3.1,813.96
8534,CUST00188,RTE00029,2022-04-20,Refrigerated,36923,21,5548.07,891.82,150,Dedicated,DRV00066,TRK00030,TRL00176,2022-04-20,2822,51.9,428.9,6.58,6.6,4506.25
8535,CUST00142,RTE00009,2022-04-20,Refrigerated,36261,11,1917.44,149.26,75,Contract,DRV00133,TRK00071,TRL00157,2022-04-20,928,15.7,157.8,5.88,11.0,1693.18
8536,CUST00080,RTE00042,2022-04-20,Dry Van,38055,17,5794.71,472.14,0,Dedicated,DRV00105,TRK00078,TRL00088,2022-04-20,2579,50.6,371.6,6.94,5.2,5322.57
8537,CUST00127,RTE00015,2022-04-20,Dry Van,36742,6,233.67,13.8,0,Dedicated,DRV00051,TRK00009,TRL00041,2022-04-20,93,1.6,13.1,7.12,9.9,219.86999999999998
8538,CUST00033,RTE00021,2022-04-20,Refrigerated,42452,8,5361.88,590.24,150,Dedicated,DRV00075,TRK00093,TRL00063,2022-04-20,2188,41.6,303.9,7.2,11.4,4621.64
8539,CUST00023,RTE00010,2022-04-20,Refrigerated,16275,27,162.66,15.64,0,Contract,DRV00051,TRK00115,TRL00034,2022-04-20,96,1.7,15.9,6.05,8.7,147.01999999999998
8540,CUST00146,RTE00007,2022-04-20,Dry Van,21745,15,4415.41,504.32,200,Contract,DRV00082,TRK00054,TRL00112,2022-04-20,1606,24.9,239.7,6.7,10.9,3711.0899999999997
8541,CUST00198,RTE00037,2022-04-20,Dry Van,25615,23,4234.55,537.81,200,Contract,DRV00023,TRK00051,TRL00147,2022-04-20,2559,40.1,404.9,6.32,7.4,3496.7400000000002
8542,CUST00018,RTE00014,2022-04-20,Refrigerated,23411,21,2597.63,228.76,0,Spot,DRV00089,TRK00095,TRL00079,2022-04-20,1225,18.9,169.9,7.21,8.6,2368.87
8543,CUST00058,RTE00040,2022-04-20,Dry Van,42168,12,4689.54,524.7,200,Contract,DRV00113,TRK00011,TRL00096,2022-04-20,1768,27.8,268.7,6.58,7.6,3964.84
8544,CUST00195,RTE00011,2022-04-20,Dry Van,26661,12,817.21,131.28,200,Contract,DRV00028,TRK00002,TRL00044,2022-04-20,558,9.7,76.2,7.32,11.3,485.93000000000006
8545,CUST00119,RTE00045,2022-04-20,Refrigerated,22726,21,1234.89,137.31,150,Dedicated,DRV00091,TRK00043,TRL00107,2022-04-20,625,11.6,93.7,6.67,3.0,947.5800000000002
8546,CUST00002,RTE00034,2022-04-20,Refrigerated,27931,11,4398.74,792.88,75,Spot,DRV00103,TRK00004,TRL00103,2022-04-20,2424,44.0,360.7,6.72,7.3,3530.8599999999997
8547,CUST00011,RTE00042,2022-04-20,Refrigerated,42476,13,5570.54,472.14,0,Contract,DRV00005,TRK00055,TRL00091,2022-04-20,2627,44.1,409.8,6.41,4.7,5098.4
